offer_id,price_segment,price_rub,pred_rub,residual_rub
328840966,comfort,90000,95649.832055469,-5649.832055469
320881569,comfort,53000,64068.515345211,-11068.515345211003
325358215,econom,70000,73196.06058582959,-3196.0605858295894
329870744,comfort,60000,63909.524545348,-3909.524545348002
330878180,premium,73000,69931.20545860866,3068.7945413913403
330605753,econom,52000,57927.10980287609,-5927.10980287609
288952780,econom,40000,46229.45772745472,-6229.457727454719
329869935,business,75000,85342.09015498908,-10342.090154989084
329618381,premium,230000,221642.2797733307,8357.720226669306
326549165,econom,60000,59639.86104716998,360.13895283002057
329397038,econom,65000,70968.10973713847,-5968.109737138468
330353305,premium,79500,87900.20509870793,-8400.205098707927
330405304,comfort,112000,104770.28471934776,7229.715280652235
324789726,business,43000,47024.129143617545,-4024.129143617545
328542757,premium,179000,160454.44236643636,18545.557633563643
330925218,premium,75000,63293.20021919535,11706.79978080465
330800276,business,82000,64645.93854061725,17354.06145938275
330559041,comfort,65000,74671.96499416823,-9671.96499416823
320618779,comfort,70000,49285.09119621684,20714.90880378316
330460915,comfort,55000,63046.09630962656,-8046.096309626562
328049882,premium,172000,117190.51267985896,54809.48732014104
306989155,premium,100000,91781.95288875574,8218.047111244261
330789488,premium,200000,187956.57846139715,12043.421538602852
330378294,business,100000,108184.04360507282,-8184.043605072817
328760568,comfort,58000,49728.68868893334,8271.31131106666
330423982,business,50000,49963.71770905782,36.282290942181135
328166552,business,65000,70185.64975101071,-5185.649751010715
329496992,business,285000,377915.32450186624,-92915.32450186624
329128712,econom,85000,84537.63631069899,462.3636893010116
319747820,premium,100000,109418.83471494634,-9418.834714946337
330527142,comfort,90000,110796.60017374514,-20796.600173745144
320392291,econom,95000,93058.39234957151,1941.6076504284865
330559163,comfort,210000,208948.63709125464,1051.3629087453592
330075660,econom,60000,63813.84382749213,-3813.843827492128
213115702,econom,65000,72747.59406437256,-7747.594064372563
329770072,premium,170000,135206.6695020445,34793.330497955496
