rooms,area_sqm,living_area_sqm,kitchen_area_sqm,floor,floors_total,metro_time_min,build_year,prepay_months,rooms_was_missing,living_area_sqm_missing,kitchen_area_sqm_missing,build_year_missing,prepay_months_missing,is_agent,district_grouped_te,metro_grouped_te,repair_type_cosmetic,repair_type_design,repair_type_euro,repair_type_no,repair_type_unknown,house_material_unknown,house_material_Блочный,house_material_Кирпичный,house_material_Монолитно кирпичный,house_material_Монолитный,house_material_Панельный,log_price_rub
1.0,31.6,10.0,18.0,6,14,10.0,2018.0,1.0,0,0,0,0,0,1,11.257618411501408,11.155470893765488,True,False,False,False,False,False,False,False,False,True,False,11.002116507732016
3.0,78.0,50.0,16.0,4,12,11.0,2016.0,1.0,0,0,0,0,0,1,11.079707015850346,11.198443784936998,False,False,True,False,False,False,False,True,False,False,False,11.264476926102368
2.0,60.0,31.0,10.0,4,12,6.0,2001.0,1.0,0,1,1,1,0,1,11.694476400417948,11.554745570927262,False,True,False,False,False,True,False,False,False,False,False,12.206077645517674
2.0,76.0,42.0,16.0,1,5,8.0,1898.0,1.0,0,0,0,0,0,1,11.824944902874211,11.95035200380499,False,True,False,False,False,True,False,False,False,False,False,12.388398368982116
1.0,34.0,16.0,12.0,7,25,8.0,2024.0,1.0,0,0,0,0,0,1,11.116960357376627,11.121550939980537,False,False,True,False,False,True,False,False,False,False,False,11.350418300109132
1.0,38.0,20.0,9.0,14,14,9.0,1986.0,1.0,0,0,0,0,0,1,11.140987677643189,11.18052466850865,True,False,False,False,False,False,False,False,False,False,True,10.714439990727769
2.0,45.0,30.0,6.0,4,12,8.0,1967.0,1.0,0,0,0,0,0,1,11.824944902874211,11.752384980753796,False,False,True,False,False,True,False,False,False,False,False,11.849404844423074
2.0,44.2,31.0,10.0,27,28,2.0,2001.0,1.0,0,1,1,1,0,1,11.562072173298628,11.499649948884297,False,True,False,False,False,True,False,False,False,False,False,11.60824473564232
1.0,38.9,20.0,10.0,19,22,9.0,1992.0,1.0,0,0,0,0,0,0,11.127890772879656,11.119192351087028,False,False,True,False,False,False,False,False,False,False,True,10.985309671896765
3.0,52.4,25.0,19.6,21,28,2.0,2004.0,1.0,0,0,0,1,0,1,11.562072173298628,11.499649948884297,False,False,True,False,False,True,False,False,False,False,False,11.695255355062796
2.0,70.0,31.0,10.0,16,17,4.0,2000.0,1.0,0,1,0,0,0,0,11.710460023731514,11.457722791412095,False,False,True,False,False,False,False,True,False,False,False,11.561725152903833
1.0,37.9,18.9,8.5,6,14,15.0,1996.0,1.0,0,0,0,0,0,1,11.09253349191644,11.064815135486544,False,False,True,False,False,False,False,False,False,True,False,10.714439990727769
4.0,164.0,85.0,16.0,4,30,5.0,2008.0,1.0,0,1,1,0,0,1,11.422449419177148,11.615629685118407,False,True,False,False,False,True,False,False,False,False,False,12.847929163278051
1.0,40.0,20.0,15.0,9,33,9.0,2023.0,1.0,0,0,0,0,0,0,11.422449419177148,11.518580755822974,True,False,False,False,False,True,False,False,False,False,False,11.407576060361786
2.0,54.0,40.0,10.0,42,46,14.0,2018.0,1.0,0,0,1,0,0,1,11.371272763011971,11.558643632722514,False,True,False,False,False,False,False,False,False,True,False,11.60824473564232
0.0,20.4,16.0,5.0,2,22,13.0,2019.0,1.0,1,1,1,0,0,1,11.65516836759808,11.797566673977094,False,True,False,False,False,False,False,False,False,True,False,11.350418300109132
1.0,42.0,19.0,9.3,12,42,13.0,2022.0,1.0,0,1,1,0,0,1,11.835878363954608,11.797566673977094,False,True,False,False,False,True,False,False,False,False,False,11.918397239722838
2.0,60.0,30.0,12.0,11,22,12.0,2005.0,1.0,0,0,0,0,0,1,11.553914513907973,11.509058546795625,True,False,False,False,False,False,False,False,False,False,True,11.264476926102368
3.0,82.0,46.4,13.0,11,13,8.0,2019.0,1.0,0,0,0,0,0,1,11.49438253057822,11.499432404030426,False,False,True,False,False,False,False,False,False,True,False,11.962732764429129
2.0,36.0,31.0,10.0,31,35,6.0,2001.0,1.0,0,1,1,1,0,0,11.397191022644797,11.375952900317408,False,True,False,False,False,True,False,False,False,False,False,11.407576060361786
1.0,45.0,19.0,9.3,25,40,4.0,2001.0,1.0,0,1,1,1,1,0,11.710460023731514,11.83430569362014,False,False,False,False,True,True,False,False,False,False,False,11.775297421715829
1.0,47.0,20.0,12.0,2,17,17.0,2004.0,1.0,0,0,0,0,0,1,11.445936602472566,11.430849983966748,False,False,True,False,False,False,False,False,False,True,False,11.082157933374816
2.0,58.0,36.0,10.0,12,22,2.0,1998.0,1.0,0,0,0,0,0,1,11.917776620328693,11.795080761181175,False,False,True,False,False,False,False,False,False,False,True,11.51293546492023
1.0,40.0,19.0,9.0,9,12,9.0,1981.0,1.0,0,0,0,0,0,1,11.058035528453258,11.073784294744938,False,False,False,True,False,False,False,False,False,False,True,10.714439990727769
4.0,62.3,45.5,6.0,5,9,11.0,1973.0,1.0,0,0,0,0,0,1,11.067071531099057,11.050366732136558,False,True,False,False,False,False,False,False,False,False,True,11.561725152903833
2.0,53.0,32.0,9.0,6,12,12.0,1981.0,1.0,0,0,0,0,0,1,11.176383188725563,11.178278253147528,True,False,False,False,False,False,False,False,False,False,True,11.277215789596893
3.0,124.2,48.0,15.0,17,23,4.0,2013.0,1.0,0,1,0,0,0,1,11.44635645877924,11.428741091710954,False,True,False,False,False,False,False,False,False,True,False,12.388398368982116
1.0,35.2,16.0,10.0,8,16,5.0,1980.0,1.0,0,0,0,0,0,1,11.399733443096558,11.416797393646895,True,False,False,False,False,True,False,False,False,False,False,11.050905878263569
1.0,33.0,20.0,6.0,1,9,10.0,1962.0,1.0,0,0,0,0,0,1,11.383297219173842,11.463654281657279,False,False,False,True,False,False,True,False,False,False,False,10.714439990727769
1.0,56.0,19.0,9.3,6,36,14.0,2001.0,1.0,0,1,1,1,0,0,11.710460023731514,11.83430569362014,False,True,False,False,False,True,False,False,False,False,False,11.767575435251748
2.0,47.0,30.0,12.0,9,15,6.0,2016.0,1.0,0,0,0,0,0,1,11.835878363954608,11.828500378324684,False,False,True,False,False,False,False,False,False,True,False,11.695255355062796
2.0,70.0,45.0,9.0,5,5,17.0,1955.0,1.0,0,0,0,0,0,0,11.069765422948377,11.139082211365439,True,False,False,False,False,False,False,True,False,False,False,11.050905878263569
2.0,36.0,31.0,10.0,5,8,11.0,1960.0,1.0,0,1,1,0,0,0,11.70126226841355,11.47448444859359,True,False,False,False,False,True,False,False,False,False,False,11.407576060361786
2.0,46.7,31.0,10.0,11,12,11.0,2001.0,1.0,0,1,1,1,1,0,11.274811067598232,11.168087379210547,False,False,False,False,True,True,False,False,False,False,False,11.082157933374816
0.0,20.0,16.0,5.0,6,33,10.0,2019.0,2.0,1,1,1,0,0,0,10.944512679091805,11.0625332807281,False,False,True,False,False,False,False,False,False,True,False,10.714439990727769
2.0,55.4,30.0,12.0,2,7,4.0,1997.0,1.0,0,0,0,0,0,1,11.031924115036011,11.176629177939,False,False,True,False,False,False,False,False,False,False,True,11.225256725762891
3.0,60.0,34.0,12.0,6,12,13.0,1984.0,1.0,0,0,0,0,0,1,11.42907741582712,11.265480327868506,False,True,False,False,False,False,False,True,False,False,False,11.461642696843066
2.0,56.0,33.0,10.0,13,16,8.0,1975.0,1.0,0,0,0,0,0,1,11.143615759563113,11.136308329781832,False,False,True,False,False,False,False,False,False,False,True,11.184435286790633
0.0,25.0,16.0,5.0,2,8,5.0,2021.0,1.0,1,1,1,1,0,0,11.03994227161258,10.991818175550998,False,False,True,False,False,True,False,False,False,False,False,10.915106645867503
2.0,62.0,40.0,20.0,13,13,15.0,2001.0,1.0,0,0,0,1,0,1,11.508760595533868,11.601043541514693,False,True,False,False,False,True,False,False,False,False,False,12.100717685412471
1.0,35.6,10.0,17.0,21,33,5.0,2001.0,1.0,0,0,0,1,0,1,11.100682875805719,11.218989620592023,False,False,True,False,False,True,False,False,False,False,False,11.156264806643742
2.0,50.9,32.0,6.0,4,21,3.0,2022.0,1.0,0,0,0,0,0,1,11.121404807614221,11.208813520503433,False,False,True,False,False,True,False,False,False,False,False,11.225256725762891
1.0,40.0,20.0,10.0,14,22,13.0,2001.0,1.0,0,0,0,0,0,1,11.21644807128357,11.246719603055809,True,False,False,False,False,False,False,False,False,False,True,10.915106645867503
2.0,61.0,42.0,15.0,35,40,8.0,2023.0,2.0,0,0,0,0,0,0,11.64171637165403,11.658069380402257,False,True,False,False,False,True,False,False,False,False,False,12.25486757159303
2.0,50.1,32.0,9.0,7,17,20.0,1984.0,1.0,0,0,0,0,0,1,11.121038685203159,11.06110021073008,False,False,True,False,False,False,False,False,False,False,True,11.225256725762891
2.0,50.0,30.0,8.0,9,9,6.0,1967.0,1.0,0,0,0,0,0,1,11.869119250297855,11.936519926483458,False,False,True,False,False,False,False,True,False,False,False,11.289794413577894
2.0,70.0,50.0,8.0,20,22,4.0,2023.0,1.0,0,0,0,0,1,1,11.49438253057822,11.370512840717634,False,True,False,False,False,True,False,False,False,False,False,11.775297421715829
0.0,21.0,16.0,5.0,7,22,20.0,2022.0,1.0,1,1,1,0,0,1,11.121404807614221,11.15403173602226,False,False,True,False,False,True,False,False,False,False,False,10.714439990727769
1.0,38.0,20.0,10.0,7,12,20.0,1969.0,1.0,0,0,0,0,0,0,11.20956978454985,11.335365652860546,True,False,False,False,False,False,True,False,False,False,False,10.915106645867503
1.0,36.2,14.0,11.4,3,16,15.0,2024.0,1.0,0,0,0,0,0,0,11.03994227161258,11.114706633825005,False,True,False,False,False,True,False,False,False,False,False,11.184435286790633
1.0,21.0,19.0,4.0,4,16,3.0,1981.0,1.0,0,1,0,0,0,1,11.198511451391504,11.242836283018018,False,False,True,False,False,False,False,False,False,False,True,10.714439990727769
2.0,52.0,32.0,8.0,5,17,1.0,1997.0,1.0,0,0,0,0,0,1,11.140987677643189,11.18052466850865,True,False,False,False,False,False,False,False,False,False,True,11.06665398721974
1.0,38.7,19.0,9.3,9,12,4.0,2001.0,1.0,0,1,1,1,1,0,11.058035528453258,11.073784294744938,False,False,False,False,True,True,False,False,False,False,False,11.000415089473368
0.0,24.0,16.0,3.0,9,24,14.0,2021.0,1.0,1,0,0,0,0,1,11.710460023731514,11.83430569362014,False,False,True,False,False,True,False,False,False,False,False,11.181653682515927
2.0,38.0,25.0,6.0,11,12,14.0,1970.0,1.0,0,0,0,0,0,0,11.07282652072549,11.098248156386994,True,False,False,False,False,False,True,False,False,False,False,10.819798284210286
2.0,52.0,35.0,12.0,10,16,14.0,2001.0,1.0,0,0,0,1,0,1,11.166954105006937,11.23829135089108,False,False,True,False,False,True,False,False,False,False,False,11.51293546492023
1.0,39.0,21.0,8.6,5,12,12.0,1978.0,1.0,0,0,0,0,0,1,11.116797090231312,11.215942940872445,True,False,False,False,False,False,False,False,False,False,True,11.002116507732016
2.0,60.0,35.0,9.0,7,9,14.0,1957.0,1.0,0,0,0,0,0,1,11.511725611538056,11.646630344846383,False,False,True,False,False,False,False,True,False,False,False,11.507922973347435
3.0,90.0,48.0,15.0,4,18,6.0,2018.0,1.0,0,1,0,0,0,1,11.869119250297855,11.823593542780586,False,True,False,False,False,True,False,False,False,False,False,12.206077645517674
0.0,42.0,35.0,7.0,2,16,4.0,2019.0,1.0,1,0,0,0,0,0,11.64171637165403,11.50017802729041,False,True,False,False,False,False,False,False,False,True,False,11.695255355062796
1.0,35.0,19.0,9.0,4,5,10.0,1959.0,1.0,0,0,0,0,0,0,11.07282652072549,11.098248156386994,True,False,False,False,False,False,False,True,False,False,False,10.839600519357369
2.0,70.0,31.0,10.0,5,16,12.0,2021.0,1.0,0,1,0,0,0,1,11.991195694312202,11.599834456589646,False,True,False,False,False,False,False,False,False,True,False,12.54254845357358
0.0,23.0,14.0,4.0,2,17,11.0,2023.0,1.0,1,0,0,0,0,1,11.100682875805719,11.294780275046637,True,False,False,False,False,True,False,False,False,False,False,11.002116507732016
2.0,45.0,31.0,10.0,18,23,9.0,2001.0,1.0,0,1,1,1,0,1,11.371272763011971,11.407884490568673,False,False,True,False,False,True,False,False,False,False,False,11.461642696843066
3.0,150.0,100.0,25.0,33,44,17.0,2011.0,1.0,0,0,0,0,0,1,11.710460023731514,11.370512840717634,False,False,True,False,False,False,False,False,False,True,False,12.206077645517674
3.0,112.0,83.0,18.0,24,24,9.0,2003.0,1.0,0,0,0,0,0,1,11.429675569260086,11.43339760775645,False,False,True,False,False,False,False,False,False,True,False,12.468440756144114
0.0,19.8,9.0,5.0,10,32,10.0,2022.0,1.0,1,0,0,0,0,1,11.422449419177148,11.518580755822974,False,False,True,False,False,True,False,False,False,False,False,11.041336579870135
1.0,35.2,20.1,9.3,1,12,20.0,1965.0,1.0,0,0,1,0,0,1,11.121404807614221,11.15403173602226,True,False,False,False,False,False,True,False,False,False,False,11.002116507732016
3.0,119.0,80.0,15.0,6,9,11.0,2002.0,1.0,0,0,0,0,0,1,11.376625938551904,11.36580016899419,False,False,True,False,False,False,False,True,False,False,False,11.951186847493476
0.0,20.0,16.0,5.0,24,24,2.0,2021.0,1.0,1,1,1,1,1,1,11.64171637165403,11.599146871627257,False,False,False,False,True,True,False,False,False,False,False,12.100717685412471
2.0,35.0,31.0,10.0,10,30,12.0,2022.0,1.0,0,1,1,0,0,0,11.187465063446966,11.21068180435679,False,True,False,False,False,False,False,False,False,True,False,11.350418300109132
1.0,40.0,21.0,9.0,9,12,5.0,1978.0,1.0,0,0,0,0,0,0,11.710460023731514,11.41378043252688,True,False,False,False,False,False,False,False,False,False,True,10.950824090522444
1.0,37.0,24.0,6.0,8,12,13.0,1984.0,1.0,0,0,0,0,0,1,11.069765422948377,11.139082211365439,False,False,True,False,False,False,False,True,False,False,False,10.714439990727769
3.0,58.0,48.0,6.0,7,9,12.0,1975.0,1.0,0,1,0,0,0,1,11.139450103571626,11.162643424343365,False,False,True,False,False,False,False,False,False,False,True,11.407576060361786
1.0,50.0,25.0,12.0,8,22,4.0,2004.0,1.0,0,0,0,0,0,1,11.917776620328693,11.795080761181175,True,False,False,False,False,False,False,False,False,False,True,11.225256725762891
1.0,30.0,16.0,6.0,3,9,19.0,1972.0,1.0,0,0,0,0,0,1,11.116797090231312,11.274427746343662,True,False,False,False,False,False,False,False,False,False,True,10.819798284210286
1.0,33.8,9.5,18.0,4,22,7.0,2001.0,1.0,0,0,0,1,0,1,11.30447255657807,11.245382346582387,False,False,True,False,False,True,False,False,False,False,False,11.437134538982278
1.0,47.3,19.0,14.0,4,5,11.0,1937.0,1.0,0,0,0,0,0,1,11.64171637165403,11.601043541514693,False,False,True,False,False,False,False,True,False,False,False,11.289794413577894
2.0,55.3,35.0,11.0,8,17,4.0,2021.0,1.0,0,0,0,0,0,1,11.069765422948377,11.111807291888514,False,False,True,False,False,False,False,False,False,True,False,11.002116507732016
2.0,32.2,10.0,15.0,23,33,7.0,2023.0,1.0,0,0,0,0,0,0,11.422449419177148,11.518580755822974,False,False,True,False,False,True,False,False,False,False,False,11.407576060361786
3.0,90.0,48.0,12.0,9,17,4.0,2004.0,1.0,0,1,1,1,1,1,11.10956390659661,11.074538131765559,False,False,False,False,True,True,False,False,False,False,False,11.60824473564232
0.0,20.0,12.0,3.0,10,10,17.0,2021.0,1.0,1,0,0,1,0,1,11.326836157860535,11.414695855772184,True,False,False,False,False,True,False,False,False,False,False,10.915106645867503
2.0,60.0,31.0,10.0,4,9,9.0,2001.0,1.0,0,1,1,1,1,0,11.824944902874211,11.541480373213297,False,False,False,False,True,True,False,False,False,False,False,11.350418300109132
1.0,32.0,19.0,9.3,4,5,10.0,2001.0,1.0,0,1,1,1,1,1,11.207295930136967,11.280027714859058,False,False,False,False,True,True,False,False,False,False,False,10.819798284210286
2.0,60.0,31.0,10.0,10,28,11.0,2013.0,1.0,0,1,1,0,0,1,11.504631066895532,11.656305669970285,False,True,False,False,False,False,False,False,False,True,False,11.60824473564232
2.0,55.0,33.0,9.2,8,17,14.0,1990.0,1.0,0,0,0,0,0,1,11.207902638499602,11.20953879380791,True,False,False,False,False,False,True,False,False,False,False,11.156264806643742
0.0,28.0,10.0,5.0,4,23,2.0,2021.0,1.0,1,0,1,0,0,0,11.10956390659661,11.074538131765559,False,True,False,False,False,False,False,False,False,True,False,10.968215530759236
2.0,43.0,31.0,10.0,6,9,14.0,2001.0,1.0,0,1,1,1,1,1,12.203890590270259,11.83430569362014,False,False,False,False,True,True,False,False,False,False,False,11.736077016252436
3.0,65.0,48.0,20.0,8,35,12.0,2024.0,1.0,0,1,0,0,0,1,11.326836157860535,11.525512336552195,False,True,False,False,False,True,False,False,False,False,False,11.898194668458824
2.0,39.0,32.0,10.0,7,25,7.0,2001.0,1.0,0,0,1,1,0,1,11.176383188725563,11.178278253147528,False,False,True,False,False,True,False,False,False,False,False,11.326607934898927
3.0,80.5,45.0,20.0,13,14,13.0,1991.0,1.0,0,0,0,0,0,0,11.127890772879656,11.119192351087028,False,False,True,False,False,False,False,False,False,False,True,11.440365524765756
2.0,45.0,31.0,8.0,12,14,5.0,1977.0,1.0,0,1,0,0,0,1,11.058035528453258,11.073784294744938,False,False,True,False,False,False,True,False,False,False,False,11.156264806643742
2.0,62.0,35.0,12.0,1,17,11.0,2002.0,1.0,0,0,0,0,0,1,11.100682875805719,10.958596477675162,False,False,True,False,False,False,False,False,False,True,False,11.002116507732016
1.0,27.8,17.0,6.0,4,5,5.0,1974.0,1.0,0,0,0,0,0,0,11.03994227161258,11.019801226558073,True,False,False,False,False,True,False,False,False,False,False,10.714439990727769
2.0,106.8,50.0,15.0,14,16,16.0,2006.0,1.0,0,0,0,0,0,1,11.835878363954608,11.797566673977094,False,True,False,False,False,False,False,False,True,False,False,11.982935344196433
1.0,45.0,23.0,16.0,3,5,16.0,2015.0,1.0,0,0,0,0,0,0,10.939243995241346,11.370512840717634,False,True,False,False,False,False,False,True,False,False,False,10.714439990727769
3.0,67.0,29.0,20.0,17,27,11.0,2023.0,1.0,0,0,0,0,0,1,11.49438253057822,11.473606334478909,False,False,True,False,False,True,False,False,False,False,False,11.982935344196433
2.0,54.0,26.0,12.0,6,16,12.0,1975.0,1.0,0,0,0,0,0,1,11.44635645877924,11.646630344846383,False,False,True,False,False,True,False,False,False,False,False,11.289794413577894
2.0,52.0,32.0,10.0,22,33,13.0,2024.0,1.0,0,0,0,0,0,1,11.710460023731514,11.83430569362014,False,True,False,False,False,True,False,False,False,False,False,12.04355959836804
2.0,48.2,22.2,16.6,33,33,13.0,2024.0,1.0,0,0,0,0,0,0,11.18787040345202,11.16607108792699,False,False,True,False,False,True,False,False,False,False,False,11.289794413577894
3.0,146.0,48.0,12.0,50,78,3.0,2004.0,1.0,0,1,1,1,1,1,12.203890590270259,12.331626584508442,False,False,False,False,True,True,False,False,False,False,False,13.45883704259595
1.0,38.7,20.0,8.6,3,22,3.0,1984.0,1.0,0,0,0,0,0,1,10.939243995241346,10.892172369173338,True,False,False,False,False,True,False,False,False,False,False,10.59665973278358
2.0,52.0,32.0,7.0,3,9,2.0,1960.0,1.0,0,0,0,0,0,0,11.42907741582712,11.525512336552195,False,False,True,False,False,False,False,True,False,False,False,11.289794413577894
2.0,68.6,31.0,11.1,11,11,12.0,1963.0,1.0,0,1,0,0,0,1,12.171460066360403,12.114753833953676,False,True,False,False,False,False,False,True,False,False,False,12.100717685412471
3.0,54.6,48.0,12.0,2,5,6.0,2004.0,1.0,0,1,1,1,1,1,11.019935587199695,10.958596477675162,False,False,False,False,True,True,False,False,False,False,False,11.225256725762891
1.0,39.7,19.0,9.3,36,37,3.0,2010.0,1.0,0,1,1,0,0,0,11.835878363954608,11.580343667034127,False,True,False,False,False,False,False,False,False,True,False,11.350418300109132
3.0,146.0,48.0,23.0,13,20,10.0,2006.0,1.0,0,1,0,0,0,1,11.991195694312202,11.601043541514693,False,False,True,False,False,False,False,False,False,True,False,12.429220196836384
3.0,58.3,45.0,9.0,5,9,7.0,1975.0,1.0,0,0,0,0,0,0,11.058035528453258,11.086870766462853,False,True,False,False,False,False,False,False,False,False,True,11.141876276228
2.0,44.0,30.0,10.0,5,18,6.0,2001.0,1.0,0,0,0,1,0,1,11.03994227161258,10.922856385193022,False,False,True,False,False,True,False,False,False,False,False,10.915106645867503
2.0,46.2,25.0,6.0,1,9,11.0,1968.0,1.0,0,0,0,0,0,1,11.262135477920678,11.12580810189037,True,False,False,False,False,True,False,False,False,False,False,10.463131911491969
2.0,45.7,28.7,10.0,30,31,19.0,2023.0,1.0,0,0,0,0,0,1,11.341824645143642,11.615629685118407,False,True,False,False,False,False,False,False,False,True,False,11.695255355062796
1.0,35.0,20.0,6.0,7,9,5.0,1966.0,1.0,0,0,0,0,0,1,12.087206620487938,11.711200805228696,False,False,True,False,False,False,False,True,False,False,False,11.775297421715829
3.0,77.0,48.0,10.0,2,25,6.0,2014.0,1.0,0,0,0,0,0,1,11.20956978454985,11.335365652860546,False,False,True,False,False,False,False,False,False,True,False,11.461642696843066
2.0,52.0,31.0,10.0,13,34,17.0,2001.0,1.0,0,1,1,1,0,1,11.949383376661066,11.918239299541641,False,False,True,False,False,True,False,False,False,False,False,12.54254845357358
2.0,61.0,30.0,9.0,3,9,13.0,1955.0,1.0,0,0,0,0,0,1,12.171460066360403,11.918675774321798,False,False,True,False,False,False,False,True,False,False,False,11.695255355062796
0.0,20.0,17.0,2.5,32,33,7.0,2023.0,1.0,1,0,0,0,0,0,11.100682875805719,11.218989620592023,False,True,False,False,False,True,False,False,False,False,False,10.985309671896765
1.0,35.2,19.9,9.4,10,12,6.0,1966.0,1.0,0,0,0,0,0,0,11.101091622435222,11.151421764849863,True,False,False,False,False,False,True,False,False,False,False,10.859018228147889
3.0,82.0,48.0,40.0,13,23,5.0,2004.0,1.0,0,1,0,1,0,1,11.710460023731514,11.865727639780694,False,True,False,False,False,True,False,False,False,False,False,12.388398368982116
2.0,46.0,34.0,7.0,4,5,14.0,1959.0,1.0,0,0,0,0,0,1,11.399733443096558,11.416797393646895,True,False,False,False,False,False,False,True,False,False,False,11.225256725762891
0.0,27.1,16.0,5.0,11,20,5.0,2021.0,1.0,1,1,1,1,1,0,11.562072173298628,11.41378043252688,False,False,False,False,True,True,False,False,False,False,False,11.082157933374816
0.0,28.0,16.0,5.0,3,27,8.0,2018.0,1.0,1,1,1,0,0,0,11.399733443096558,11.416797393646895,False,False,True,False,False,False,False,False,False,True,False,11.350418300109132
3.0,96.0,48.0,12.0,14,16,14.0,2018.0,1.0,0,1,1,0,0,1,11.70126226841355,11.757269142318606,False,True,False,False,False,False,False,False,False,True,False,12.301387370778713
1.0,46.0,18.9,10.7,5,9,11.0,2007.0,1.0,0,0,0,0,0,1,11.448177692715891,11.19572625326722,True,False,False,False,False,False,False,True,False,False,False,11.002116507732016
1.0,65.0,19.0,9.3,32,78,3.0,2020.0,1.0,0,1,1,0,0,1,12.203890590270259,12.331626584508442,False,True,False,False,False,False,False,False,False,True,False,12.345838935721968
1.0,31.0,19.0,9.3,4,5,3.0,2001.0,1.0,0,1,1,1,1,1,11.399733443096558,11.416797393646895,False,False,False,False,True,True,False,False,False,False,False,10.915106645867503
0.0,20.0,11.0,4.0,27,31,15.0,2021.0,1.0,1,0,0,0,0,1,11.20956978454985,11.335365652860546,False,False,True,False,False,False,False,False,False,True,False,10.99038144825004
4.0,80.0,60.0,10.0,2,4,14.0,2017.0,1.0,0,0,0,0,0,1,11.64171637165403,11.50017802729041,False,True,False,False,False,False,False,False,False,True,False,11.695255355062796
0.0,19.0,8.0,3.0,13,17,8.0,2011.0,1.0,1,0,0,0,0,1,10.971973586625806,10.986259282840345,True,False,False,False,False,False,False,False,False,False,True,10.691967639914864
1.0,31.5,19.0,6.0,3,9,17.0,1967.0,1.0,0,0,0,0,0,1,11.07982831365929,11.112575322145636,True,False,False,False,False,False,False,True,False,False,False,10.66897865021924
1.0,30.5,18.6,5.5,5,5,4.0,1961.0,1.0,0,0,0,0,1,1,11.232577341982605,11.319346231241374,False,False,True,False,False,False,False,True,False,False,False,10.993748398115178
2.0,41.0,31.0,10.0,14,14,5.0,2001.0,1.0,0,1,1,1,1,0,11.341824645143642,11.170097639306183,False,False,False,False,True,True,False,False,False,False,False,11.918397239722838
1.0,38.0,20.0,9.0,2,17,6.0,2011.0,1.0,0,0,0,0,0,1,11.139450103571626,11.162643424343365,True,False,False,False,False,False,False,False,False,False,True,10.915106645867503
1.0,38.0,18.0,10.0,13,16,4.0,1988.0,1.0,0,0,0,0,0,1,11.138100212933846,11.19572625326722,True,False,False,False,False,False,False,False,False,False,True,11.002116507732016
2.0,54.5,26.0,11.3,6,10,12.0,2022.0,1.0,0,0,0,0,0,0,10.90354095564741,11.023245873929426,False,True,False,False,False,False,False,False,False,True,False,11.002116507732016
1.0,38.0,20.0,9.0,4,17,1.0,1982.0,1.0,0,0,0,0,0,1,11.088841488533134,11.241321806240675,False,False,True,False,False,False,False,False,False,False,True,10.915106645867503
2.0,66.5,23.0,18.6,7,17,14.0,2020.0,1.0,0,0,0,0,0,0,11.069765422948377,11.139082211365439,False,True,False,False,False,False,False,False,False,True,False,11.849404844423074
0.0,32.2,14.5,8.6,11,22,12.0,2023.0,1.0,1,0,0,0,0,1,11.710460023731514,11.566069304882834,False,True,False,False,False,True,False,False,False,False,False,11.407576060361786
3.0,71.4,40.0,6.0,3,42,13.0,2022.0,1.0,0,0,0,0,0,0,11.835878363954608,11.828500378324684,False,True,False,False,False,True,False,False,False,False,False,12.206077645517674
2.0,44.5,24.0,7.0,5,9,10.0,1973.0,1.0,0,0,0,0,0,1,11.074961818907793,11.14788443702769,True,False,False,False,False,False,False,False,False,False,True,10.714439990727769
1.0,35.0,16.0,10.0,11,17,8.0,2001.0,1.0,0,0,0,1,0,1,11.010945142998729,11.027926008258573,False,False,True,False,False,True,False,False,False,False,False,10.819798284210286
3.0,73.0,49.0,10.0,2,17,7.0,1990.0,1.0,0,0,0,0,0,1,11.127890772879656,11.119192351087028,True,False,False,False,False,False,False,False,False,False,True,11.225256725762891
1.0,43.0,19.0,11.0,12,14,12.0,1972.0,1.0,0,0,0,0,0,1,11.562072173298628,11.41378043252688,True,False,False,False,False,False,False,True,False,False,False,11.156264806643742
2.0,50.0,31.0,9.0,2,17,6.0,2006.0,1.0,0,0,0,0,1,1,11.326515117500433,11.335365652860546,False,False,True,False,False,False,False,False,False,True,False,11.407576060361786
1.0,39.0,19.0,9.0,5,12,18.0,2001.0,1.0,0,1,0,0,0,1,11.079810565441202,11.111807291888514,False,False,True,False,False,False,False,False,False,False,True,11.002116507732016
1.0,37.5,19.0,9.3,3,12,2.0,1987.0,1.0,0,1,1,0,0,1,11.397191022644797,11.435891445575384,False,False,True,False,False,False,False,True,False,False,False,11.184435286790633
3.0,75.0,47.0,10.5,9,16,12.0,1976.0,2.0,0,0,0,0,0,1,11.101187650832118,11.086870766462853,True,False,False,False,False,False,False,False,False,False,True,11.407576060361786
2.0,66.0,39.0,11.0,11,14,10.0,2003.0,1.0,0,0,0,0,0,0,11.448177692715891,11.19572625326722,False,False,True,False,False,True,False,False,False,False,False,11.775297421715829
2.0,34.2,31.0,16.0,13,25,8.0,2001.0,1.0,0,1,0,1,0,0,11.371272763011971,11.407884490568673,False,False,True,False,False,True,False,False,False,False,False,11.440365524765756
0.0,27.0,23.0,5.0,11,32,8.0,2023.0,1.0,1,0,1,0,0,0,11.198511451391504,11.242836283018018,False,True,False,False,False,False,False,False,False,True,False,11.06665398721974
2.0,47.7,25.0,14.0,17,25,3.0,2024.0,1.0,0,0,0,0,0,0,11.409613131332188,11.406265002044723,False,True,False,False,False,True,False,False,False,False,False,12.100717685412471
1.0,41.4,19.0,9.3,4,28,15.0,2023.0,1.0,0,1,1,0,0,1,12.203890590270259,11.926771152385808,False,True,False,False,False,False,False,False,False,True,False,11.461642696843066
